Mês,Real,Previsto,Erro,Erro %
2024-09,"12.030.516.890,00","11.879.130.515,34","151.386.374,66","1,26"
2024-10,"11.902.160.020,00","11.893.390.742,28","8.769.277,72","0,07"
2024-11,"12.672.381.590,00","11.940.445.788,84","731.935.801,16","5,78"
2024-12,"14.336.718.490,00","11.981.332.284,45","2.355.386.205,55","16,43"
2025-01,"13.702.922.360,00","12.004.475.910,25","1.698.446.449,75","12,39"
2025-02,"15.809.692.900,00","11.944.335.367,87","3.865.357.532,13","24,45"
2025-03,"13.427.979.170,00","11.903.424.621,00","1.524.554.549,00","11,35"
2025-04,"13.468.806.080,00","11.915.042.430,46","1.553.763.649,54","11,54"
2025-05,"12.748.888.400,00","11.929.835.861,82","819.052.538,18","6,42"
2025-06,"13.604.772.470,00","11.916.871.298,95","1.687.901.171,05","12,41"
2025-07,"12.532.863.420,00","11.927.100.157,81","605.763.262,19","4,83"
2025-08,"12.626.019.540,00","11.916.857.718,24","709.161.821,76","5,62"
