Mês,Valores_Previstos
2025-09,"5.815.145.454,54"
2025-10,"5.822.206.809,47"
2025-11,"6.020.553.385,33"
2025-12,"6.754.183.007,58"
2026-01,"6.979.559.994,09"
2026-02,"6.024.539.043,28"
2026-03,"6.127.312.134,90"
2026-04,"6.147.009.536,85"
2026-05,"6.095.263.444,18"
2026-06,"6.126.162.502,42"
2026-07,"6.091.284.592,36"
2026-08,"6.378.868.471,34"
