Mês,Real,Previsto,Erro,Erro %
2024-09,"3.639.123.908,00","4.038.767.736,83","-399.643.828,83","-10,98"
2024-10,"3.874.211.442,00","4.082.388.316,32","-208.176.874,32","-5,37"
2024-11,"4.237.312.063,00","4.399.721.648,99","-162.409.585,99","-3,83"
2024-12,"5.181.823.531,00","4.974.133.468,92","207.690.062,08","4,01"
2025-01,"4.683.665.512,00","4.598.443.500,17","85.222.011,83","1,82"
2025-02,"4.507.797.380,00","4.513.614.938,42","-5.817.558,42","-0,13"
2025-03,"4.096.900.415,00","4.296.452.777,50","-199.552.362,50","-4,87"
2025-04,"4.190.450.241,00","4.424.509.600,98","-234.059.359,98","-5,59"
2025-05,"4.609.336.863,00","4.500.624.517,07","108.712.345,93","2,36"
2025-06,"4.651.594.652,00","4.492.886.661,48","158.707.990,52","3,41"
2025-07,"4.111.367.525,00","4.320.004.733,70","-208.637.208,70","-5,07"
2025-08,"4.807.482.283,00","4.512.078.218,35","295.404.064,65","6,14"
