Mês,Real,Previsto,Erro,Erro %
2024-09,"207.125.105,40","200.981.821,79","6.143.283,61","2,97"
2024-10,"203.592.029,50","213.324.924,37","-9.732.894,87","-4,78"
2024-11,"204.726.869,50","216.778.162,39","-12.051.292,89","-5,89"
2024-12,"465.242.753,70","405.127.234,35","60.115.519,35","12,92"
2025-01,"127.734.928,60","134.145.444,22","-6.410.515,62","-5,02"
2025-02,"191.385.545,00","196.806.598,11","-5.421.053,11","-2,83"
2025-03,"204.406.173,00","203.658.971,34","747.201,66","0,37"
2025-04,"241.491.740,90","204.080.674,07","37.411.066,83","15,49"
2025-05,"223.896.661,80","205.459.313,67","18.437.348,13","8,23"
2025-06,"222.733.664,70","217.834.954,30","4.898.710,40","2,20"
2025-07,"229.195.449,00","223.170.761,64","6.024.687,36","2,63"
2025-08,"224.491.869,10","220.856.659,72","3.635.209,38","1,62"
