Mês,Valores_Previstos
2025-09,"392.030.669,51"
2025-10,"416.462.537,27"
2025-11,"511.210.774,73"
2025-12,"562.569.778,40"
2026-01,"538.530.949,74"
2026-02,"695.430.570,44"
2026-03,"476.068.149,88"
2026-04,"489.201.741,77"
2026-05,"591.629.765,47"
2026-06,"603.781.099,39"
2026-07,"406.571.089,82"
2026-08,"508.699.895,97"
