Mês,Valores_Previstos
2025-09,"1.174.744.073,24"
2025-10,"1.304.683.940,34"
2025-11,"1.372.057.205,52"
2025-12,"1.553.307.014,08"
2026-01,"1.339.833.018,04"
2026-02,"1.407.647.334,90"
2026-03,"1.234.878.477,80"
2026-04,"1.271.102.439,31"
2026-05,"1.354.324.143,04"
2026-06,"1.350.043.402,58"
2026-07,"1.267.027.706,98"
2026-08,"1.313.565.687,46"
