Mês,Valores_Previstos
2025-09,"2.245.413.247,93"
2025-10,"2.230.190.226,65"
2025-11,"2.323.761.479,63"
2025-12,"2.360.439.919,32"
2026-01,"2.407.638.745,43"
2026-02,"2.099.359.626,97"
2026-03,"2.154.688.174,84"
2026-04,"2.288.111.477,73"
2026-05,"2.207.125.759,74"
2026-06,"2.296.900.798,36"
2026-07,"2.307.536.307,74"
2026-08,"2.375.420.795,69"
