Mês,Real,Previsto,Erro,Erro %
2024-09,"2.625.403.435,00","2.742.761.394,91","-117.357.959,91","-4,47"
2024-10,"2.698.106.242,00","2.726.776.179,50","-28.669.937,50","-1,06"
2024-11,"2.792.218.120,00","2.769.652.064,31","22.566.055,69","0,81"
2024-12,"3.342.136.579,00","3.040.296.998,75","301.839.580,25","9,03"
2025-01,"2.510.451.954,00","2.624.701.989,62","-114.250.035,62","-4,55"
2025-02,"2.913.716.483,00","2.801.675.482,61","112.041.000,39","3,85"
2025-03,"3.316.513.253,00","2.872.319.259,79","444.193.993,21","13,39"
2025-04,"3.511.868.494,00","2.873.481.679,04","638.386.814,96","18,18"
2025-05,"3.098.713.748,00","2.991.362.053,48","107.351.694,52","3,46"
2025-06,"3.038.422.532,00","2.905.162.812,96","133.259.719,04","4,39"
2025-07,"3.459.917.167,00","2.821.576.008,77","638.341.158,23","18,45"
2025-08,"2.633.096.302,00","2.858.442.196,06","-225.345.894,06","-8,56"
