Mês,Real,Previsto,Erro,Erro %
2024-09,"302.159.945,50","303.059.251,02","-899.305,52","-0,30"
2024-10,"305.972.076,70","303.119.066,46","2.853.010,24","0,93"
2024-11,"297.170.171,40","351.197.237,84","-54.027.066,44","-18,18"
2024-12,"556.762.388,30","319.726.844,76","237.035.543,54","42,57"
2025-01,"306.037.519,30","289.047.598,46","16.989.920,84","5,55"
2025-02,"321.382.380,60","286.461.492,30","34.920.888,30","10,87"
2025-03,"332.460.882,10","282.026.596,55","50.434.285,55","15,17"
2025-04,"332.646.023,50","291.743.035,03","40.902.988,47","12,30"
2025-05,"335.483.427,60","294.178.314,97","41.305.112,63","12,31"
2025-06,"331.738.494,30","288.942.367,47","42.796.126,83","12,90"
2025-07,"325.416.729,20","289.741.946,57","35.674.782,63","10,96"
2025-08,"323.007.201,20","287.183.785,30","35.823.415,90","11,09"
