Mês,Valores_Previstos
2025-09,"815.163.730,37"
2025-10,"827.167.503,86"
2025-11,"803.446.491,44"
2025-12,"843.094.437,92"
2026-01,"853.062.484,77"
2026-02,"786.938.465,83"
2026-03,"792.494.562,79"
2026-04,"823.276.281,99"
2026-05,"803.780.860,76"
2026-06,"825.549.104,94"
2026-07,"851.764.752,90"
2026-08,"854.767.090,19"
