Mês,Real,Previsto,Erro,Erro %
2024-09,"3.081.354,06","2.338.182,96","743.171,10","24,12"
2024-10,"8.476.295,84","2.338.182,96","6.138.112,88","72,42"
2024-11,"2.013.761,58","2.338.182,96","-324.421,38","-16,11"
2024-12,"3.793.624,69","2.338.182,96","1.455.441,73","38,37"
2025-01,"2.641.887,93","2.338.182,96","303.704,97","11,50"
2025-02,"2.402.350,48","2.338.182,96","64.167,52","2,67"
2025-03,"2.103.877,15","2.338.182,96","-234.305,81","-11,14"
2025-04,"3.138.344,77","2.338.182,96","800.161,81","25,50"
2025-05,"3.231.794,87","2.338.182,96","893.611,91","27,65"
2025-06,"2.305.899,65","2.338.182,96","-32.283,31","-1,40"
2025-07,"2.936.408,70","2.338.182,96","598.225,74","20,37"
2025-08,"2.620.333,07","2.338.182,96","282.150,11","10,77"
