Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),180247556.97242892,"180.247.556,97"
MAE (Mean Absolute Error),156232009.05019164,"156.232.009,05"
MAPE (Mean Absolute % Error),4.149038016634422,"4,15"
