Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),30062342.85480968,"30.062.342,85"
MAE (Mean Absolute Error),17100898.055690542,"17.100.898,06"
MAPE (Mean Absolute % Error),3.669400996286351,"3,67"
