Mês,Real,Previsto,Erro,Erro %
2024-09,"536.024.752,40","564.293.084,38","-28.268.331,98","-5,27"
2024-10,"568.194.483,10","598.780.330,43","-30.585.847,33","-5,38"
2024-11,"735.289.484,50","737.902.141,40","-2.612.656,90","-0,36"
2024-12,"824.096.771,60","789.066.619,61","35.030.151,99","4,25"
2025-01,"721.378.547,50","764.389.375,78","-43.010.828,28","-5,96"
2025-02,"987.992.060,20","1.011.483.186,46","-23.491.126,26","-2,38"
2025-03,"646.599.621,80","672.967.652,71","-26.368.030,91","-4,08"
2025-04,"654.370.785,20","716.092.604,64","-61.721.819,44","-9,43"
2025-05,"837.257.523,10","797.357.787,79","39.899.735,31","4,77"
2025-06,"869.522.281,90","821.059.453,31","48.462.828,59","5,57"
2025-07,"528.299.286,10","608.849.972,60","-80.550.686,50","-15,25"
2025-08,"701.750.791,40","731.127.879,50","-29.377.088,10","-4,19"
