Mês,Real,Previsto,Erro,Erro %
2024-09,"3.222.083.916,00","3.622.896.924,33","-400.813.008,33","-12,44"
2024-10,"3.428.996.854,00","3.657.932.556,48","-228.935.702,48","-6,68"
2024-11,"3.428.617.711,00","3.653.051.780,53","-224.434.069,53","-6,55"
2024-12,"4.507.306.306,00","4.337.886.560,35","169.419.745,65","3,76"
2025-01,"3.358.849.572,00","3.502.084.889,50","-143.235.317,50","-4,26"
2025-02,"3.750.036.324,00","3.856.294.850,77","-106.258.526,77","-2,83"
2025-03,"3.551.224.876,00","3.629.501.804,60","-78.276.928,60","-2,20"
2025-04,"3.424.586.661,00","3.607.874.610,68","-183.287.949,68","-5,35"
2025-05,"4.400.834.227,00","4.181.071.563,06","219.762.663,94","4,99"
2025-06,"3.755.697.808,00","3.962.702.175,22","-207.004.367,22","-5,51"
2025-07,"3.922.665.149,00","3.861.684.328,10","60.980.820,90","1,55"
2025-08,"3.770.921.547,00","3.746.425.021,43","24.496.525,57","0,65"
