Mês,Real,Previsto,Erro,Erro %
2024-09,"3.661.846.866,00","3.430.833.668,79","231.013.197,21","6,31"
2024-10,"4.074.241.895,00","3.432.364.098,94","641.877.796,06","15,75"
2024-11,"3.729.152.325,00","3.432.154.900,92","296.997.424,08","7,96"
2024-12,"4.050.224.076,00","3.431.377.566,07","618.846.509,93","15,28"
2025-01,"3.467.994.840,00","3.430.170.769,29","37.824.070,71","1,09"
2025-02,"3.679.041.735,00","3.430.234.881,19","248.806.853,81","6,76"
2025-03,"3.461.922.686,00","3.430.054.313,97","31.868.372,03","0,92"
2025-04,"3.501.662.897,00","3.434.126.561,47","67.536.335,53","1,93"
2025-05,"4.141.586.846,00","3.434.883.696,69","706.703.149,31","17,06"
2025-06,"3.653.767.624,00","3.434.305.635,67","219.461.988,33","6,01"
2025-07,"3.512.338.562,00","3.434.237.571,67","78.100.990,33","2,22"
2025-08,"3.681.389.482,00","3.433.934.401,41","247.455.080,59","6,72"
