Mês,Valores_Previstos
2025-09,"26.440.492,52"
2025-10,"26.479.949,26"
2025-11,"26.506.649,03"
2025-12,"26.453.824,66"
2026-01,"26.422.597,10"
2026-02,"26.398.043,60"
2026-03,"26.352.048,62"
2026-04,"26.335.499,73"
2026-05,"26.331.512,51"
2026-06,"26.274.008,58"
2026-07,"26.206.529,50"
2026-08,"26.199.277,60"
