Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),36393528.38752151,"36.393.528,39"
MAE (Mean Absolute Error),32082613.152682256,"32.082.613,15"
MAPE (Mean Absolute % Error),6.071969325742948,"6,07"
