Mês,Real,Previsto,Erro,Erro %
2024-09,"197.449.378,60","252.854.635,90","-55.405.257,30","-28,06"
2024-10,"208.776.097,50","254.580.832,83","-45.804.735,33","-21,94"
2024-11,"271.471.986,00","255.864.246,23","15.607.739,77","5,75"
2024-12,"304.059.814,60","256.222.162,26","47.837.652,34","15,73"
2025-01,"272.499.389,40","256.065.054,78","16.434.334,62","6,03"
2025-02,"390.730.124,90","255.787.140,87","134.942.984,03","34,54"
2025-03,"252.222.143,10","254.226.687,58","-2.004.544,48","-0,79"
2025-04,"252.915.950,10","254.951.663,57","-2.035.713,47","-0,80"
2025-05,"325.800.665,10","255.200.926,22","70.599.738,88","21,67"
2025-06,"346.674.241,70","255.023.537,28","91.650.704,42","26,44"
2025-07,"205.915.210,50","254.626.997,82","-48.711.787,32","-23,66"
2025-08,"277.553.308,90","255.232.545,00","22.320.763,90","8,04"
