Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),67029707.09767003,"67.029.707,10"
MAE (Mean Absolute Error),53180207.446527205,"53.180.207,45"
MAPE (Mean Absolute % Error),9.113668918413262,"9,11"
