Mês,Real,Previsto,Erro,Erro %
2024-09,"10.026.529,44","9.372.460,43","654.069,01","6,52"
2024-10,"10.092.941,19","8.723.685,27","1.369.255,92","13,57"
2024-11,"7.143.460,96","7.705.321,24","-561.860,28","-7,87"
2024-12,"7.284.273,57","7.743.748,49","-459.474,92","-6,31"
2025-01,"11.472.779,25","10.254.410,20","1.218.369,05","10,62"
2025-02,"21.827.559,18","10.708.956,97","11.118.602,21","50,94"
2025-03,"12.867.778,41","9.770.768,85","3.097.009,56","24,07"
2025-04,"11.275.806,47","9.559.699,16","1.716.107,31","15,22"
2025-05,"11.016.942,68","11.050.646,45","-33.703,77","-0,31"
2025-06,"12.641.848,38","12.274.185,12","367.663,26","2,91"
2025-07,"13.199.908,58","13.566.847,68","-366.939,10","-2,78"
2025-08,"17.489.221,29","12.040.254,20","5.448.967,09","31,16"
