Mês,Real,Previsto,Erro,Erro %
2024-09,"5.262.837.285,00","5.490.130.752,20","-227.293.467,20","-4,32"
2024-10,"5.186.938.571,00","5.395.656.036,11","-208.717.465,11","-4,02"
2024-11,"5.571.681.164,00","5.637.663.620,37","-65.982.456,37","-1,18"
2024-12,"6.722.633.494,00","6.314.496.932,77","408.136.561,23","6,07"
2025-01,"7.097.148.662,00","6.657.556.708,85","439.591.953,15","6,19"
2025-02,"5.813.816.888,00","5.637.715.385,76","176.101.502,24","3,03"
2025-03,"5.535.026.332,00","5.805.006.408,01","-269.980.076,01","-4,88"
2025-04,"5.708.828.198,00","5.782.067.549,83","-73.239.351,83","-1,28"
2025-05,"5.452.736.947,00","5.742.442.634,13","-289.705.687,13","-5,31"
2025-06,"5.906.613.137,00","5.755.533.001,98","151.080.135,02","2,56"
2025-07,"5.517.341.227,00","5.703.332.428,49","-185.991.201,49","-3,37"
2025-08,"6.074.791.439,00","5.982.938.413,63","91.853.025,37","1,51"
