Mês,Valores_Previstos
2025-09,"160.256.965,64"
2025-10,"160.851.803,64"
2025-11,"161.255.131,46"
2025-12,"161.277.573,48"
2026-01,"160.903.778,46"
2026-02,"160.882.853,23"
2026-03,"160.992.255,83"
2026-04,"160.926.991,33"
2026-05,"161.036.838,99"
2026-06,"160.993.779,73"
2026-07,"161.031.256,08"
2026-08,"161.002.682,84"
