Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),232898805.15299302,"232.898.805,15"
MAE (Mean Absolute Error),146186838.0103049,"146.186.838,01"
MAPE (Mean Absolute % Error),6.596198444950124,"6,60"
