Mês,Real,Previsto,Erro,Erro %
2024-09,"99.148.610,37","115.158.806,01","-16.010.195,64","-16,15"
2024-10,"75.325.586,39","95.097.855,48","-19.772.269,09","-26,25"
2024-11,"51.365.523,32","76.444.020,94","-25.078.497,62","-48,82"
2024-12,"1.981.787.352,00","1.822.516.631,81","159.270.720,19","8,04"
2025-01,"629.737.058,60","650.143.664,21","-20.406.605,61","-3,24"
2025-02,"388.436.460,30","375.011.359,71","13.425.100,59","3,46"
2025-03,"487.497.611,20","434.169.577,51","53.328.033,69","10,94"
2025-04,"1.005.902.551,00","963.295.757,21","42.606.793,79","4,24"
2025-05,"539.323.183,30","201.279.048,61","338.044.134,69","62,68"
2025-06,"285.828.188,90","402.872.505,71","-117.044.316,81","-40,95"
2025-07,"234.747.514,60","293.378.152,21","-58.630.637,61","-24,98"
2025-08,"159.581.615,10","170.074.810,81","-10.493.195,71","-6,58"
