Mês,Valores_Previstos
2025-09,"3.307.734,95"
2025-10,"3.206.426,54"
2025-11,"3.231.594,25"
2025-12,"3.269.003,15"
2026-01,"4.773.493,70"
2026-02,"4.674.813,76"
2026-03,"4.663.127,75"
2026-04,"6.182.911,94"
2026-05,"6.212.946,64"
2026-06,"6.121.441,14"
2026-07,"6.865.755,26"
2026-08,"6.730.533,83"
