Mês,Valores_Previstos
2025-09,"76.896.887,23"
2025-10,"82.092.796,19"
2025-11,"88.513.794,41"
2025-12,"173.074.806,35"
2026-01,"71.017.612,14"
2026-02,"93.462.417,10"
2026-03,"92.907.366,72"
2026-04,"88.853.344,11"
2026-05,"92.524.368,60"
2026-06,"93.546.523,86"
2026-07,"96.354.941,85"
2026-08,"96.527.542,70"
