Mês,Real,Previsto,Erro,Erro %
2024-09,"1.047.672.188,00","1.119.843.259,86","-72.171.071,86","-6,89"
2024-10,"1.078.293.175,00","1.125.210.964,61","-46.917.789,61","-4,35"
2024-11,"1.197.301.844,00","1.210.374.237,40","-13.072.393,40","-1,09"
2024-12,"1.525.984.379,00","1.341.140.291,20","184.844.087,80","12,11"
2025-01,"1.219.051.050,00","1.215.617.702,05","3.433.347,95","0,28"
2025-02,"1.347.057.219,00","1.262.389.546,50","84.667.672,50","6,29"
2025-03,"1.197.070.766,00","1.203.848.445,75","-6.777.679,75","-0,57"
2025-04,"1.209.709.165,00","1.263.722.080,26","-54.012.915,26","-4,46"
2025-05,"1.342.472.739,00","1.318.910.362,70","23.562.376,30","1,76"
2025-06,"1.398.774.475,00","1.312.860.111,73","85.914.363,27","6,14"
2025-07,"1.304.653.217,00","1.283.194.568,75","21.458.648,25","1,64"
2025-08,"1.429.016.526,00","1.317.881.518,72","111.135.007,28","7,78"
