Mês,Real,Previsto,Erro,Erro %
2024-09,"524.241.647,10","555.137.542,62","-30.895.895,52","-5,89"
2024-10,"559.785.135,60","587.995.307,13","-28.210.171,53","-5,04"
2024-11,"714.277.514,50","722.872.339,74","-8.594.825,24","-1,20"
2024-12,"802.108.287,00","776.217.482,67","25.890.804,33","3,23"
2025-01,"727.509.470,70","759.811.443,88","-32.301.973,18","-4,44"
2025-02,"965.044.163,20","986.058.048,17","-21.013.884,97","-2,18"
2025-03,"637.787.140,50","656.823.876,68","-19.036.736,18","-2,98"
2025-04,"649.603.732,20","699.618.257,39","-50.014.525,19","-7,70"
2025-05,"827.253.658,80","786.725.532,35","40.528.126,45","4,90"
2025-06,"844.359.731,30","800.981.786,84","43.377.944,46","5,14"
2025-07,"521.384.984,90","588.566.068,81","-67.181.083,91","-12,89"
2025-08,"685.235.336,60","708.296.402,33","-23.061.065,73","-3,37"
