Mês,Real,Previsto,Erro,Erro %
2024-09,"2.467.197.338,00","2.685.051.176,71","-217.853.838,71","-8,83"
2024-10,"2.664.285.648,00","2.661.238.853,46","3.046.794,54","0,11"
2024-11,"2.612.891.902,00","2.691.044.304,94","-78.152.402,94","-2,99"
2024-12,"2.530.651.773,00","2.736.990.672,62","-206.338.899,62","-8,15"
2025-01,"2.155.774.624,00","2.744.824.703,33","-589.050.079,33","-27,32"
2025-02,"2.312.213.107,00","2.640.981.787,77","-328.768.680,77","-14,22"
2025-03,"2.407.705.068,00","2.638.196.271,07","-230.491.203,07","-9,57"
2025-04,"2.533.180.440,00","2.762.493.176,78","-229.312.736,78","-9,05"
2025-05,"2.459.727.774,00","2.755.831.683,20","-296.103.909,20","-12,04"
2025-06,"2.599.399.674,00","2.798.723.308,46","-199.323.634,46","-7,67"
2025-07,"2.549.874.863,00","2.855.058.669,22","-305.183.806,22","-11,97"
2025-08,"2.696.090.553,00","2.845.548.617,88","-149.458.064,88","-5,54"
