Mês,Real,Previsto,Erro,Erro %
2024-09,"1.321.322.377,00","1.365.634.819,16","-44.312.442,16","-3,35"
2024-10,"1.329.225.339,00","1.393.058.210,16","-63.832.871,16","-4,80"
2024-11,"1.403.540.404,00","1.458.682.855,04","-55.142.451,04","-3,93"
2024-12,"1.786.166.169,00","1.581.999.958,24","204.166.210,76","11,43"
2025-01,"1.647.409.932,00","1.464.416.922,86","182.993.009,14","11,11"
2025-02,"1.690.504.757,00","1.570.781.126,75","119.723.630,25","7,08"
2025-03,"1.354.706.892,00","1.445.676.559,98","-90.969.667,98","-6,72"
2025-04,"1.406.402.474,00","1.493.390.577,00","-86.988.103,00","-6,19"
2025-05,"1.511.922.987,00","1.538.810.214,84","-26.887.227,84","-1,78"
2025-06,"1.601.053.230,00","1.545.348.857,96","55.704.372,04","3,48"
2025-07,"1.403.570.843,00","1.488.190.406,32","-84.619.563,32","-6,03"
2025-08,"1.478.539.884,00","1.504.943.677,31","-26.403.793,31","-1,79"
