Mês,Real,Previsto,Erro,Erro %
2024-09,"183.625.513,10","166.537.024,86","17.088.488,24","9,31"
2024-10,"172.280.230,10","164.139.340,74","8.140.889,36","4,73"
2024-11,"183.757.165,40","167.182.059,92","16.575.105,48","9,02"
2024-12,"196.480.132,80","172.491.102,22","23.989.030,58","12,21"
2025-01,"185.748.602,20","172.845.237,37","12.903.364,83","6,95"
2025-02,"167.464.682,70","163.521.627,57","3.943.055,13","2,35"
2025-03,"161.671.208,60","162.382.646,00","-711.437,40","-0,44"
2025-04,"177.072.952,40","176.146.289,13","926.663,27","0,52"
2025-05,"170.572.455,30","177.102.792,32","-6.530.337,02","-3,83"
2025-06,"186.229.988,50","172.924.603,19","13.305.385,31","7,14"
2025-07,"162.811.761,80","171.770.741,62","-8.958.979,82","-5,50"
2025-08,"163.225.012,00","172.546.580,19","-9.321.568,19","-5,71"
