Mês,Real,Previsto,Erro,Erro %
2024-09,"1.998.008.740,00","2.216.569.376,27","-218.560.636,27","-10,94"
2024-10,"1.971.355.173,00","2.227.119.823,33","-255.764.650,33","-12,97"
2024-11,"2.234.647.387,00","2.234.981.509,04","-334.122,04","-0,01"
2024-12,"2.563.194.607,00","2.237.184.778,55","326.009.828,45","12,72"
2025-01,"2.489.657.869,00","2.230.057.314,04","259.600.554,96","10,43"
2025-02,"2.535.951.757,00","2.231.191.895,59","304.759.861,41","12,02"
2025-03,"2.170.040.814,00","2.224.312.150,56","-54.271.336,56","-2,50"
2025-04,"2.182.112.520,00","2.228.951.968,03","-46.839.448,03","-2,15"
2025-05,"2.397.929.085,00","2.230.584.715,21","167.344.369,79","6,98"
2025-06,"2.465.512.930,00","2.229.541.526,30","235.971.403,70","9,57"
2025-07,"2.123.320.588,00","2.226.978.442,45","-103.657.854,45","-4,88"
2025-08,"2.515.061.059,00","2.229.221.803,54","285.839.255,46","11,37"
