Mês,Real,Previsto,Erro,Erro %
2024-09,"16.494.974,45","25.144.498,83","-8.649.524,38","-52,44"
2024-10,"20.108.895,48","25.144.498,83","-5.035.603,35","-25,04"
2024-11,"19.466.974,13","25.144.498,83","-5.677.524,70","-29,16"
2024-12,"14.349.781,53","25.144.498,83","-10.794.717,30","-75,23"
2025-01,"11.854.641,12","25.144.498,83","-13.289.857,71","-112,11"
2025-02,"11.883.548,54","25.144.498,83","-13.260.950,29","-111,59"
2025-03,"12.964.175,14","25.144.498,83","-12.180.323,69","-93,95"
2025-04,"17.157.658,40","25.144.498,83","-7.986.840,43","-46,55"
2025-05,"10.650.021,69","25.144.498,83","-14.494.477,14","-136,10"
2025-06,"11.354.720,74","25.144.498,83","-13.789.778,09","-121,45"
2025-07,"15.383.781,81","25.144.498,83","-9.760.717,02","-63,45"
2025-08,"17.900.277,95","25.144.498,83","-7.244.220,88","-40,47"
