Mês,Real,Previsto,Erro,Erro %
2024-09,"138.951.811,40","260.647.316,93","-121.695.505,53","-87,58"
2024-10,"218.710.229,30","251.882.899,53","-33.172.670,23","-15,17"
2024-11,"152.647.510,20","245.328.798,74","-92.681.288,54","-60,72"
2024-12,"161.224.453,10","276.350.769,66","-115.126.316,56","-71,41"
2025-01,"2.674.174.988,00","2.409.365.809,83","264.809.178,17","9,90"
2025-02,"846.919.387,00","848.368.359,17","-1.448.972,17","-0,17"
2025-03,"838.805.570,90","810.937.440,68","27.868.130,22","3,32"
2025-04,"760.600.867,50","754.560.615,41","6.040.252,09","0,79"
2025-05,"717.742.392,70","705.094.223,98","12.648.168,72","1,76"
2025-06,"299.183.003,10","354.757.546,40","-55.574.543,30","-18,58"
2025-07,"249.150.590,40","325.525.902,96","-76.375.312,56","-30,65"
2025-08,"219.933.155,60","336.469.916,84","-116.536.761,24","-52,99"
