Mês,Real,Previsto,Erro,Erro %
2024-09,"65.528.121,98","46.848.017,14","18.680.104,84","28,51"
2024-10,"39.714.415,70","48.827.627,47","-9.113.211,77","-22,95"
2024-11,"48.897.136,52","50.129.122,18","-1.231.985,66","-2,52"
2024-12,"137.452.657,60","70.072.954,82","67.379.702,78","49,02"
2025-01,"42.838.319,78","37.627.007,12","5.211.312,66","12,17"
2025-02,"58.133.438,77","54.648.503,70","3.484.935,07","5,99"
2025-03,"57.949.305,29","57.417.732,12","531.573,17","0,92"
2025-04,"58.331.286,40","55.957.520,94","2.373.765,46","4,07"
2025-05,"62.406.812,74","53.585.055,70","8.821.757,04","14,14"
2025-06,"64.119.665,81","54.195.474,42","9.924.191,39","15,48"
2025-07,"64.781.317,97","55.133.238,49","9.648.079,48","14,89"
2025-08,"63.797.457,01","60.976.488,31","2.820.968,70","4,42"
