Mês,Real,Previsto,Erro,Erro %
2024-09,"2.245.064.478,00","2.247.099.273,88","-2.034.795,88","-0,09"
2024-10,"2.002.693.184,00","2.249.467.497,06","-246.774.313,06","-12,32"
2024-11,"2.358.184.024,00","2.256.415.683,07","101.768.340,93","4,32"
2024-12,"3.258.628.663,00","2.256.605.642,10","1.002.023.020,90","30,75"
2025-01,"2.503.337.332,00","2.256.744.113,30","246.593.218,70","9,85"
2025-02,"2.761.498.426,00","2.258.182.742,09","503.315.683,91","18,23"
2025-03,"2.157.453.986,00","2.254.764.465,63","-97.310.479,63","-4,51"
2025-04,"2.336.094.522,00","2.255.845.998,39","80.248.523,61","3,44"
2025-05,"2.592.858.737,00","2.225.654.032,67","367.204.704,33","14,16"
2025-06,"2.849.013.104,00","2.225.117.077,98","623.896.026,02","21,90"
2025-07,"2.336.199.675,00","2.222.240.758,30","113.958.916,70","4,88"
2025-08,"3.910.890.674,00","2.222.613.630,14","1.688.277.043,86","43,17"
