Mês,Valores_Previstos
2025-09,"30.897.814.449,27"
2025-10,"31.978.074.760,03"
2025-11,"31.537.767.647,71"
2025-12,"36.398.591.643,69"
2026-01,"41.924.850.105,34"
2026-02,"34.065.124.095,51"
2026-03,"32.629.308.783,99"
2026-04,"33.545.740.148,24"
2026-05,"33.290.369.513,91"
2026-06,"31.512.861.618,14"
2026-07,"33.102.458.637,08"
2026-08,"33.304.797.153,89"
