Mês,Real,Previsto,Erro,Erro %
2024-09,"4.540.458.209,00","4.763.088.783,97","-222.630.574,97","-4,90"
2024-10,"4.476.633.526,00","4.772.942.302,18","-296.308.776,18","-6,62"
2024-11,"5.494.452.385,00","5.257.600.722,47","236.851.662,53","4,31"
2024-12,"5.126.413.130,00","5.171.799.764,27","-45.386.634,27","-0,89"
2025-01,"4.931.497.650,00","4.888.479.532,18","43.018.117,82","0,87"
2025-02,"4.913.042.911,00","4.955.631.477,70","-42.588.566,70","-0,87"
2025-03,"4.229.868.272,00","5.131.090.299,08","-901.222.027,08","-21,31"
2025-04,"4.566.925.022,00","4.973.788.801,93","-406.863.779,93","-8,91"
2025-05,"4.849.968.150,00","5.086.400.307,97","-236.432.157,97","-4,87"
2025-06,"5.150.377.889,00","5.233.577.071,37","-83.199.182,37","-1,62"
2025-07,"5.621.536.128,00","5.240.614.393,25","380.921.734,75","6,78"
2025-08,"4.827.723.152,00","5.295.613.882,40","-467.890.730,40","-9,69"
