Mês,Real,Previsto,Erro,Erro %
2024-09,"464.221.409,20","479.612.645,21","-15.391.236,01","-3,32"
2024-10,"503.984.258,30","509.615.258,25","-5.630.999,95","-1,12"
2024-11,"622.652.304,20","618.087.715,23","4.564.588,97","0,73"
2024-12,"702.409.059,50","671.043.565,84","31.365.493,66","4,47"
2025-01,"690.332.786,60","676.743.482,97","13.589.303,63","1,97"
2025-02,"856.140.267,30","829.237.731,22","26.902.536,08","3,14"
2025-03,"577.994.978,60","563.299.108,43","14.695.870,17","2,54"
2025-04,"596.772.853,00","597.379.636,69","-606.783,69","-0,10"
2025-05,"752.434.118,10","688.048.866,80","64.385.251,30","8,56"
2025-06,"739.326.859,20","675.488.080,40","63.838.778,80","8,63"
2025-07,"473.061.107,60","496.307.295,24","-23.246.187,64","-4,91"
2025-08,"607.483.454,10","596.861.853,82","10.621.600,28","1,75"
