Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),406917206.8458359,"406.917.206,85"
MAE (Mean Absolute Error),323256490.0780864,"323.256.490,08"
MAPE (Mean Absolute % Error),10.527819565828745,"10,53"
