Mês,Real,Previsto,Erro,Erro %
2024-09,"47.681.063,22","55.120.563,52","-7.439.500,30","-15,60"
2024-10,"44.684.633,71","51.889.221,71","-7.204.588,00","-16,12"
2024-11,"35.636.366,41","47.717.082,05","-12.080.715,64","-33,90"
2024-12,"39.551.104,43","56.720.689,33","-17.169.584,90","-43,41"
2025-01,"511.818.489,70","509.872.542,73","1.945.946,97","0,38"
2025-02,"288.661.957,10","267.326.227,40","21.335.729,70","7,39"
2025-03,"265.562.491,60","255.612.877,65","9.949.613,95","3,75"
2025-04,"261.274.088,20","252.924.760,84","8.349.327,36","3,20"
2025-05,"250.299.653,10","250.807.351,14","-507.698,04","-0,20"
2025-06,"230.158.446,70","222.851.775,97","7.306.670,73","3,17"
2025-07,"85.723.796,22","96.457.523,11","-10.733.726,89","-12,52"
2025-08,"58.565.685,54","81.230.684,02","-22.664.998,48","-38,70"
