Mês,Real,Previsto,Erro,Erro %
2024-09,"3.933.830,24","2.390.804,61","1.543.025,63","39,22"
2024-10,"3.994.881,67","2.390.317,08","1.604.564,59","40,17"
2024-11,"4.732.829,41","2.390.201,06","2.342.628,35","49,50"
2024-12,"4.215.876,48","2.381.042,64","1.834.833,84","43,52"
2025-01,"3.236.047,89","2.379.424,81","856.623,08","26,47"
2025-02,"2.894.656,02","2.378.499,87","516.156,15","17,83"
2025-03,"2.725.681,11","2.378.736,83","346.944,28","12,73"
2025-04,"3.002.516,59","2.378.955,26","623.561,33","20,77"
2025-05,"3.494.519,69","2.378.927,48","1.115.592,21","31,92"
2025-06,"4.030.590,72","2.378.682,35","1.651.908,37","40,98"
2025-07,"2.743.201,48","2.378.772,78","364.428,70","13,28"
2025-08,"3.584.875,19","2.378.884,44","1.205.990,75","33,64"
