Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),139147270.39503026,"139.147.270,40"
MAE (Mean Absolute Error),110592420.42631818,"110.592.420,43"
MAPE (Mean Absolute % Error),14.924632100509609,"14,92"
