Mês,Real,Previsto,Erro,Erro %
2024-09,"129.881.240,00","136.972.386,41","-7.091.146,41","-5,46"
2024-10,"137.546.762,50","145.289.783,48","-7.743.020,98","-5,63"
2024-11,"178.317.673,40","176.259.767,94","2.057.905,46","1,15"
2024-12,"199.805.158,30","188.395.217,50","11.409.940,80","5,71"
2025-01,"176.571.495,40","188.710.149,27","-12.138.653,87","-6,87"
2025-02,"246.376.326,10","247.865.980,93","-1.489.654,83","-0,60"
2025-03,"160.342.978,30","166.382.807,92","-6.039.829,62","-3,77"
2025-04,"161.667.988,10","176.232.123,99","-14.564.135,89","-9,01"
2025-05,"207.418.018,70","196.328.802,20","11.089.216,50","5,35"
2025-06,"217.553.700,20","203.329.632,07","14.224.068,13","6,54"
2025-07,"130.965.546,70","150.249.405,75","-19.283.859,05","-14,72"
2025-08,"175.027.455,40","180.664.515,01","-5.637.059,61","-3,22"
