Mês,Real,Previsto,Erro,Erro %
2024-09,"575.620.539,90","603.991.996,17","-28.371.456,27","-4,93"
2024-10,"615.357.557,00","645.104.394,42","-29.746.837,42","-4,83"
2024-11,"783.437.477,00","788.569.867,72","-5.132.390,72","-0,66"
2024-12,"880.045.964,20","847.673.115,43","32.372.848,77","3,68"
2025-01,"802.502.563,50","842.620.341,62","-40.117.778,12","-5,00"
2025-02,"1.059.037.087,00","1.083.316.944,46","-24.279.857,46","-2,29"
2025-03,"701.027.431,70","726.938.520,27","-25.911.088,57","-3,70"
2025-04,"714.758.540,50","773.524.023,70","-58.765.483,20","-8,22"
2025-05,"909.532.434,70","870.517.786,05","39.014.648,65","4,29"
2025-06,"925.700.890,40","882.579.898,48","43.120.991,92","4,66"
2025-07,"573.134.480,60","651.520.534,66","-78.386.054,06","-13,68"
2025-08,"751.936.534,50","781.323.031,44","-29.386.496,94","-3,91"
