Mês,Real,Previsto,Erro,Erro %
2024-09,"431.708.696,60","453.732.437,11","-22.023.740,51","-5,10"
2024-10,"458.610.835,60","481.759.836,48","-23.149.000,88","-5,05"
2024-11,"591.014.659,60","600.247.813,80","-9.233.154,20","-1,56"
2024-12,"662.776.518,60","642.586.708,34","20.189.810,26","3,05"
2025-01,"568.472.828,90","612.026.485,50","-43.553.656,60","-7,66"
2025-02,"745.301.910,90","812.968.252,21","-67.666.341,31","-9,08"
2025-03,"494.356.608,70","535.723.234,09","-41.366.625,39","-8,37"
2025-04,"504.704.651,00","571.597.954,70","-66.893.303,70","-13,25"
2025-05,"641.617.383,10","638.441.445,55","3.175.937,55","0,49"
2025-06,"650.661.308,30","656.889.793,96","-6.228.485,66","-0,96"
2025-07,"404.213.742,00","482.757.801,95","-78.544.059,95","-19,43"
2025-08,"529.143.572,40","582.377.284,76","-53.233.712,36","-10,06"
