Mês,Real,Previsto,Erro,Erro %
2024-09,"50.257.114,25","46.689.704,30","3.567.409,95","7,10"
2024-10,"42.679.931,46","41.309.461,26","1.370.470,20","3,21"
2024-11,"28.508.860,26","29.405.037,37","-896.177,11","-3,14"
2024-12,"24.398.702,36","23.722.782,91","675.919,45","2,77"
2025-01,"107.185.281,40","103.802.498,00","3.382.783,40","3,16"
2025-02,"50.717.741,69","44.220.663,96","6.497.077,73","12,81"
2025-03,"62.032.155,09","50.877.106,22","11.155.048,87","17,98"
2025-04,"69.983.107,45","68.638.705,61","1.344.401,84","1,92"
2025-05,"81.911.757,32","77.717.587,23","4.194.170,09","5,12"
2025-06,"89.954.686,42","75.922.069,16","14.032.617,26","15,60"
2025-07,"84.967.257,25","83.761.389,23","1.205.868,02","1,42"
2025-08,"60.618.511,62","63.681.010,03","-3.062.498,41","-5,05"
