Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),338842825.91038465,"338.842.825,91"
MAE (Mean Absolute Error),248209678.15062538,"248.209.678,15"
MAPE (Mean Absolute % Error),41.24811350582267,"41,25"
