Mês,Real,Previsto,Erro,Erro %
2024-09,"19.476.364.250,00","19.124.896.635,39","351.467.614,61","1,80"
2024-10,"19.961.061.610,00","19.244.361.807,04","716.699.802,96","3,59"
2024-11,"19.336.196.010,00","19.366.896.442,63","-30.700.432,63","-0,16"
2024-12,"20.427.163.340,00","20.040.309.872,45","386.853.467,55","1,89"
2025-01,"19.308.190.020,00","19.357.847.324,65","-49.657.304,65","-0,26"
2025-02,"19.073.822.950,00","18.491.783.978,86","582.038.971,14","3,05"
2025-03,"17.978.760.490,00","19.113.092.682,15","-1.134.332.192,15","-6,31"
2025-04,"19.601.075.430,00","19.175.499.024,89","425.576.405,11","2,17"
2025-05,"18.802.432.040,00","18.921.712.038,28","-119.279.998,28","-0,63"
2025-06,"19.214.396.670,00","19.248.625.481,43","-34.228.811,43","-0,18"
2025-07,"19.889.757.060,00","19.317.426.782,62","572.330.277,38","2,88"
2025-08,"19.182.470.970,00","19.356.057.031,56","-173.586.061,56","-0,90"
