Mês,Real,Previsto,Erro,Erro %
2024-09,"73.562.389,02","73.471.490,94","90.898,08","0,12"
2024-10,"121.744.973,50","116.017.249,35","5.727.724,15","4,70"
2024-11,"106.812.845,40","94.517.315,96","12.295.529,44","11,51"
2024-12,"211.907.103,70","136.387.178,03","75.519.925,67","35,64"
2025-01,"72.589.388,51","62.214.280,72","10.375.107,79","14,29"
2025-02,"100.605.353,40","83.618.790,09","16.986.563,31","16,88"
2025-03,"88.092.547,96","84.978.145,36","3.114.402,60","3,54"
2025-04,"95.249.060,22","83.260.654,00","11.988.406,22","12,59"
2025-05,"99.551.826,85","87.044.580,49","12.507.246,36","12,56"
2025-06,"78.274.626,30","106.717.414,06","-28.442.787,76","-36,34"
2025-07,"122.527.177,20","86.570.598,72","35.956.578,48","29,35"
2025-08,"92.224.568,26","94.717.738,30","-2.493.170,04","-2,70"
