Mês,Valores_Previstos
2025-09,"57.642.796,12"
2025-10,"51.911.328,00"
2025-11,"42.116.924,69"
2025-12,"39.467.182,86"
2026-01,"40.703.455,38"
2026-02,"40.754.733,06"
2026-03,"55.763.323,50"
2026-04,"64.091.849,23"
2026-05,"76.974.109,28"
2026-06,"78.742.261,84"
2026-07,"73.031.619,97"
2026-08,"68.509.823,79"
