Mês,Valores_Previstos
2025-09,"157.850.971,74"
2025-10,"158.631.311,45"
2025-11,"155.692.536,11"
2025-12,"207.959.709,68"
2026-01,"158.215.007,97"
2026-02,"154.311.271,67"
2026-03,"171.830.966,44"
2026-04,"164.127.204,59"
2026-05,"170.024.925,08"
2026-06,"173.946.943,47"
2026-07,"170.183.425,96"
2026-08,"171.976.245,51"
