Mês,Real,Previsto,Erro,Erro %
2024-09,"83.998.771,06","93.970.005,03","-9.971.233,97","-11,87"
2024-10,"89.601.530,31","95.826.688,36","-6.225.158,05","-6,95"
2024-11,"115.692.020,10","113.702.398,73","1.989.621,37","1,72"
2024-12,"127.349.882,10","112.784.432,84","14.565.449,26","11,44"
2025-01,"116.829.396,60","114.536.817,49","2.292.579,11","1,96"
2025-02,"155.911.833,80","137.298.224,05","18.613.609,75","11,94"
2025-03,"102.848.847,20","103.759.346,59","-910.499,39","-0,89"
2025-04,"104.627.471,50","105.684.150,65","-1.056.679,15","-1,01"
2025-05,"133.358.993,40","120.782.577,55","12.576.415,85","9,43"
2025-06,"136.567.456,60","128.337.821,61","8.229.634,99","6,03"
2025-07,"84.069.225,59","80.483.672,08","3.585.553,51","4,27"
2025-08,"111.102.838,10","113.997.845,31","-2.895.007,21","-2,61"
