Mês,Real,Previsto,Erro,Erro %
2024-09,"7.212.455.940,00","7.297.436.953,98","-84.981.013,98","-1,18"
2024-10,"6.824.848.478,00","7.175.836.748,45","-350.988.270,45","-5,14"
2024-11,"7.496.481.779,00","7.335.982.838,36","160.498.940,64","2,14"
2024-12,"7.410.167.813,00","7.499.917.274,82","-89.749.461,82","-1,21"
2025-01,"7.094.343.937,00","7.354.363.719,50","-260.019.782,50","-3,67"
2025-02,"6.563.857.417,00","6.932.359.780,58","-368.502.363,58","-5,61"
2025-03,"7.049.914.282,00","7.222.415.241,68","-172.500.959,68","-2,45"
2025-04,"7.046.679.744,00","7.511.450.472,08","-464.770.728,08","-6,60"
2025-05,"6.790.856.325,00","7.307.481.459,76","-516.625.134,76","-7,61"
2025-06,"7.706.330.376,00","7.578.084.012,69","128.246.363,31","1,66"
2025-07,"7.076.443.480,00","7.571.634.084,97","-495.190.604,97","-7,00"
2025-08,"7.478.742.302,00","7.684.929.425,94","-206.187.123,94","-2,76"
