Mês,Real,Previsto,Erro,Erro %
2024-09,"7.506.737.040,00","8.040.634.982,99","-533.897.942,99","-7,11"
2024-10,"7.423.657.187,00","7.886.956.017,72","-463.298.830,72","-6,24"
2024-11,"7.905.549.249,00","8.469.325.740,38","-563.776.491,38","-7,13"
2024-12,"9.384.736.817,00","9.564.355.636,92","-179.618.819,92","-1,91"
2025-01,"11.121.877.360,00","9.808.555.760,38","1.313.321.599,62","11,81"
2025-02,"8.442.991.099,00","8.276.110.046,10","166.881.052,90","1,98"
2025-03,"8.261.327.134,00","8.419.211.058,71","-157.883.924,71","-1,91"
2025-04,"8.333.064.837,00","8.872.088.683,50","-539.023.846,50","-6,47"
2025-05,"7.871.263.059,00","8.504.766.361,82","-633.503.302,82","-8,05"
2025-06,"8.370.662.208,00","8.391.680.588,35","-21.018.380,35","-0,25"
2025-07,"7.855.979.218,00","8.494.003.833,52","-638.024.615,52","-8,12"
2025-08,"8.583.694.092,00","8.769.188.424,27","-185.494.332,27","-2,16"
