Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),687444516.5208237,"687.444.516,52"
MAE (Mean Absolute Error),617493801.3508524,"617.493.801,35"
MAPE (Mean Absolute % Error),11.892050262202652,"11,89"
