Mês,Real,Previsto,Erro,Erro %
2024-09,"2.643.489.089,00","3.069.333.433,63","-425.844.344,63","-16,11"
2024-10,"2.803.033.156,00","3.071.565.424,88","-268.532.268,88","-9,58"
2024-11,"3.069.234.231,00","3.075.245.427,03","-6.011.196,03","-0,20"
2024-12,"3.703.648.076,00","3.081.716.096,15","621.931.979,85","16,79"
2025-01,"3.378.007.196,00","3.052.162.110,69","325.845.085,31","9,65"
2025-02,"3.276.304.886,00","3.075.425.351,72","200.879.534,28","6,13"
2025-03,"2.944.624.939,00","3.092.860.340,89","-148.235.401,89","-5,03"
2025-04,"3.007.459.384,00","3.043.002.939,28","-35.543.555,28","-1,18"
2025-05,"3.302.263.775,00","3.050.879.030,75","251.384.744,25","7,61"
2025-06,"3.372.827.325,00","3.049.068.139,83","323.759.185,17","9,60"
2025-07,"2.986.594.499,00","3.043.483.296,72","-56.888.797,72","-1,90"
2025-08,"3.636.596.308,00","3.046.503.734,53","590.092.573,47","16,23"
