Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),52302718.4618038,"52.302.718,46"
MAE (Mean Absolute Error),49192122.00697412,"49.192.122,01"
MAPE (Mean Absolute % Error),58.48794148659292,"58,49"
