Mês,Real,Previsto,Erro,Erro %
2024-09,"158.502.298,60","181.897.488,89","-23.395.190,29","-14,76"
2024-10,"169.659.525,20","187.921.422,07","-18.261.896,87","-10,76"
2024-11,"215.470.787,00","227.413.854,00","-11.943.067,00","-5,54"
2024-12,"242.124.273,70","236.491.827,79","5.632.445,91","2,33"
2025-01,"231.614.362,60","236.646.992,99","-5.032.630,39","-2,17"
2025-02,"318.135.098,50","241.152.182,00","76.982.916,50","24,20"
2025-03,"208.024.280,80","211.025.857,17","-3.001.576,37","-1,44"
2025-04,"210.402.757,00","225.019.473,50","-14.616.716,50","-6,95"
2025-05,"269.321.576,10","236.615.565,25","32.706.010,85","12,14"
2025-06,"280.133.182,60","235.911.797,96","44.221.384,64","15,79"
2025-07,"169.956.273,00","189.657.222,74","-19.700.949,74","-11,59"
2025-08,"225.971.262,20","214.789.021,27","11.182.240,93","4,95"
