Mês,Valores_Previstos
2025-09,"518.778.697,55"
2025-10,"543.329.325,09"
2025-11,"754.887.168,32"
2025-12,"842.640.534,55"
2026-01,"844.076.287,63"
2026-02,"847.872.275,79"
2026-03,"778.476.987,24"
2026-04,"809.170.494,26"
2026-05,"846.419.943,05"
2026-06,"842.770.107,48"
2026-07,"540.257.233,60"
2026-08,"700.931.456,52"
