Mês,Real,Previsto,Erro,Erro %
2024-09,"9.320.365.235,00","9.383.748.150,37","-63.382.915,37","-0,68"
2024-10,"12.617.856.350,00","9.098.273.949,52","3.519.582.400,48","27,89"
2024-11,"12.514.999.900,00","11.790.155.923,15","724.843.976,85","5,79"
2024-12,"10.581.993.780,00","10.334.335.710,43","247.658.069,57","2,34"
2025-01,"11.865.823.440,00","10.106.729.528,04","1.759.093.911,96","14,82"
2025-02,"15.049.941.860,00","11.470.730.972,52","3.579.210.887,48","23,78"
2025-03,"10.217.421.030,00","9.912.368.806,11","305.052.223,89","2,99"
2025-04,"10.520.622.230,00","9.737.327.419,57","783.294.810,43","7,45"
2025-05,"13.391.739.090,00","11.262.225.548,24","2.129.513.541,76","15,90"
2025-06,"10.701.436.140,00","9.624.368.752,49","1.077.067.387,51","10,06"
2025-07,"9.432.354.112,00","9.659.187.906,32","-226.833.794,32","-2,40"
2025-08,"12.024.652.700,00","12.113.199.831,05","-88.547.131,05","-0,74"
