Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),7093335.950991375,"7.093.335,95"
MAE (Mean Absolute Error),5817518.232432614,"5.817.518,23"
MAPE (Mean Absolute % Error),12.348736930540804,"12,35"
