Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),440123591.65727276,"440.123.591,66"
MAE (Mean Absolute Error),239782398.69692603,"239.782.398,70"
MAPE (Mean Absolute % Error),13.32742287256274,"13,33"
